"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"12169","other","TEACHER,FULL TIME","M",62,0,"1","1010",0,"less than 5",325876,"teacher","60s",1,0,0,1,0,0,0,0,0,1,0,1,62,"1010",0
"12170","CAUCASIAN","TEACHER,FULL TIME","F",53,0,"1","5250",0,"less than 5",325880,"teacher","50s",1,0,0,1,0,0,1,0,0,0,1,0,53,"5250",0
"12171","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","2370",0,"less than 5",325884,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,30,"2370",0
"12172","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","4220",0,"less than 5",325888,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"4220",0
"12173","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","7010",0,"less than 5",325892,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"7010",0
"12174","AFRICAN AM","TEACHER,FULL TIME","M",42,0,"1","6360",0,"less than 5",325896,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,42,"6360",0
"12175","ASIAN/PAC","TEACHER,FULL TIME","M",36,0,"1","5390",0,"less than 5",325900,"teacher","30s",1,0,0,1,0,0,0,0,0,0,0,1,36,"5390",0
"12176","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","2640",0,"less than 5",325904,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"2640",0
"12177","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","7460",0,"less than 5",325908,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7460",0
"12178","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"1","5080",0,"less than 5",325912,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,30,"5080",0
"12179","AFRICAN AM","TEACHER,FULL TIME","M",39,0,"1","6060",0,"less than 5",325916,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,39,"6060",0
"12180","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"1","1200",0,"less than 5",325920,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"1200",0
"12181","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","6010",0,"less than 5",325924,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"6010",0
"12182","LATINA/O","TEACHER,FULL TIME","F",33,0,"1","7300",0,"less than 5",325928,"teacher","30s",1,0,0,1,0,0,0,0,1,0,1,0,33,"7300",0
"12183","AFRICAN AM","TEACHER,FULL TIME","F",43,0,"1","8020",0,"less than 5",325944,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,43,"8020",0
"12184","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","7110",0,"less than 5",325948,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,30,"7110",0
"12185","AFRICAN AM","TEACHER,FULL TIME","F",39,0,"1","2050",0,"less than 5",325952,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,39,"2050",0
"12186","ASIAN/PAC","TEACHER,FULL TIME","F",25,0,"1","2050",0,"less than 5",325956,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,25,"2050",0
"12187","AFRICAN AM","TEACHER,SPEC EDUCATION","F",61,0,"0","2590",19,"greater than or equal to 15",32596,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"2590",19
"12188","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","5610",0,"less than 5",325960,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,37,"5610",0
"12189","CAUCASIAN","TEACHER,DEMONSTRATION,SPEC ED","F",44,0,"1","8770",0,"less than 5",325964,"non_classroom_teacher","40s",0,0,0,1,0,0,1,0,0,0,1,0,44,"8770",0
"12190","CAUCASIAN","TEACHER,FULL TIME","F",21,0,"1","5410",0,"less than 5",325980,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,21,"5410",0
"12191","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","5160",0,"less than 5",325984,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"5160",0
"12192","LATINA/O","TEACHER,FULL TIME","F",39,0,"1","2390",0,"less than 5",325988,"teacher","30s",1,0,0,1,0,0,0,0,1,0,1,0,39,"2390",0
"12193","CAUCASIAN","TEACHER,SPEC EDUCATION","F",28,0,"1","6360",0,"less than 5",325992,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"6360",0
"12194","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","2680",0,"less than 5",325996,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"2680",0
"12195","AFRICAN AM","TEACHER,SPEC EDUCATION","F",60,0,"0","8010",33,"greater than or equal to 15",32600,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,60,"8010",33
"12196","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",46,0,"1","1340",0,"less than 5",326000,"non_classroom_teacher","40s",0,0,0,1,0,0,1,0,0,0,0,1,46,"1340",0
"12197","AFRICAN AM","TEACHER,FULL TIME","F",43,0,"1","1130",0,"less than 5",326004,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,43,"1130",0
"12198","CAUCASIAN","TEACHER,SPEC EDUCATION","F",25,0,"1","2240",0,"less than 5",326008,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"2240",0
"12199","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"1","7150",0,"less than 5",326012,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,31,"7150",0
"12200","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","2210",0,"less than 5",326016,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"2210",0
"12201","AFRICAN AM","TEACHER,FULL TIME","F",29,0,"1","7510",0,"less than 5",326020,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"7510",0
"12202","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"1","5320",0,"less than 5",326024,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,31,"5320",0
"12203","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","2620",0,"less than 5",326028,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,31,"2620",0
"12204","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"1","1280",0,"less than 5",326032,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,30,"1280",0
"12205","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","2620",0,"less than 5",326036,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"2620",0
"12206","AFRICAN AM","TEACHER,FULL TIME","M",32,0,"1","1190",0,"less than 5",326040,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,32,"1190",0
"12207","ASIAN/PAC","TEACHER,FULL TIME","F",22,0,"1","2630",0,"less than 5",326044,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,22,"2630",0
"12208","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"1","5080",0,"less than 5",326048,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"5080",0
"12209","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","5620",0,"less than 5",326060,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,30,"5620",0
"12210","AFRICAN AM","TEACHER,FULL TIME","F",23,0,"1","1360",0,"less than 5",326064,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,23,"1360",0
"12211","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","7360",0,"less than 5",326068,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"7360",0
"12212","AFRICAN AM","TEACHER,SPEC EDUCATION","F",29,0,"1","5250",0,"less than 5",326072,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"5250",0
"12213","CAUCASIAN","TEACHER,SPEC EDUCATION","F",22,0,"1","7360",0,"less than 5",326076,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"7360",0
"12214","CAUCASIAN","TEACHER,FULL TIME","F",61,0,"0","7200",13,"10 to 15 years",32608,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,61,"7200",13
"12215","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","7470",0,"less than 5",326080,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"7470",0
"12216","CAUCASIAN","TEACHER,FULL TIME","F",43,0,"1","6010",0,"less than 5",326084,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,43,"6010",0
"12217","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","6460",0,"less than 5",326088,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"6460",0
"12218","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","8390",0,"less than 5",326092,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,35,"8390",0
"12219","AFRICAN AM","TEACHER,FULL TIME","M",37,0,"0","5050",0,"less than 5",326096,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,37,"5050",0
"12220","AFRICAN AM","TEACHER,FULL TIME","F",23,0,"1","1370",0,"less than 5",326116,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,23,"1370",0
"12221","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"1","6360",0,"less than 5",326120,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"6360",0
"12222","other","TEACHER,FULL TIME","F",24,0,"1","4300",0,"less than 5",326124,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,24,"4300",0
"12223","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","7100",0,"less than 5",326128,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7100",0
"12224","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","5390",0,"less than 5",326132,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"5390",0
"12225","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","4140",0,"less than 5",326136,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"4140",0
"12226","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","7730",0,"less than 5",326140,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"7730",0
"12227","AFRICAN AM","TEACHER,FULL TIME","F",29,0,"1","1360",0,"less than 5",326144,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"1360",0
"12228","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","4300",0,"less than 5",326148,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,35,"4300",0
"12229","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","4300",0,"less than 5",326152,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"4300",0
"12230","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"0","7150",0,"less than 5",326164,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"7150",0
"12231","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","1490",0,"less than 5",326168,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,35,"1490",0
"12232","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","5210",0,"less than 5",326172,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"5210",0
"12233","AFRICAN AM","TEACHER,FULL TIME","M",30,0,"1","4280",0,"less than 5",326192,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,30,"4280",0
"12234","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","7110",22,"greater than or equal to 15",32620,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"7110",22
"12235","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"1","1030",0,"less than 5",326200,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"1030",0
"12236","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","5410",0,"less than 5",326212,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"5410",0
"12237","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",24,0,"1","7460",0,"less than 5",326232,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,0,1,24,"7460",0
"12238","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","7010",0,"less than 5",326236,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"7010",0
"12239","ASIAN/PAC","TEACHER,SPEC EDUCATION","F",26,0,"1","8160",0,"less than 5",326240,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,26,"8160",0
"12240","LATINA/O","TEACHER,FULL TIME","F",37,0,"1","5610",0,"less than 5",326248,"teacher","30s",1,0,0,1,0,0,0,0,1,0,1,0,37,"5610",0
"12241","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"0","1490",0,"less than 5",326252,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"1490",0
"12242","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","2650",0,"less than 5",326256,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"2650",0
"12243","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"1","1230",0,"less than 5",326260,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,33,"1230",0
"12244","AFRICAN AM","TEACHER,FULL TIME","M",30,0,"1","6390",0,"less than 5",326264,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,30,"6390",0
"12245","AFRICAN AM","TEACHER,FULL TIME","F",25,0,"1","6390",0,"less than 5",326272,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,25,"6390",0
"12246","LATINA/O","TEACHER,FULL TIME","F",23,0,"1","7380",0,"less than 5",326276,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,23,"7380",0
"12247","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",35,0,"1","2190",0,"less than 5",326304,"non_classroom_teacher","30s",0,0,0,1,0,0,1,0,0,0,1,0,35,"2190",0
"12248","AFRICAN AM","TEACHER,FULL TIME","F",52,0,"1","1010",0,"less than 5",326308,"teacher","50s",1,0,0,1,0,1,0,0,0,0,1,0,52,"1010",0
"12249","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","1010",0,"less than 5",326316,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"1010",0
"12250","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","4263",0,"less than 5",326320,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"4263",0
"12251","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","1353",0,"less than 5",326324,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"1353",0
"12252","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"1","4020",0,"less than 5",326328,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"4020",0
"12253","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","4020",0,"less than 5",326336,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"4020",0
"12254","AFRICAN AM","TEACHER,FULL TIME","F",37,0,"1","1470",0,"less than 5",326340,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,37,"1470",0
"12255","CAUCASIAN","TEACHER,FULL TIME","F",43,0,"1","5610",0,"less than 5",326348,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,43,"5610",0
"12256","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","1230",0,"less than 5",326352,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"1230",0
"12257","CAUCASIAN","TEACHER,SPEC EDUCATION","F",57,0,"0","6380",34,"greater than or equal to 15",32636,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,57,"6380",34
"12258","CAUCASIAN","TEACHER,SPEC EDUCATION","F",24,0,"1","7270",0,"less than 5",326360,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7270",0
"12259","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"1","4480",0,"less than 5",326364,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"4480",0
"12260","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","6480",0,"less than 5",326368,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"6480",0
"12261","CAUCASIAN","TEACHER,FULL TIME","F",21,0,"0","4300",0,"less than 5",326372,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,21,"4300",0
"12262","CAUCASIAN","TEACHER,FULL TIME","F",40,0,"1","7220",0,"less than 5",326388,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,40,"7220",0
"12263","CAUCASIAN","TEACHER,FULL TIME","F",48,0,"0","7220",0,"less than 5",326396,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,48,"7220",0
"12264","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","1370",0,"less than 5",326400,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1370",0
"12265","other","TEACHER,FULL TIME","F",31,0,"1","5060",0,"less than 5",326408,"teacher","30s",1,0,0,1,0,0,0,0,0,1,1,0,31,"5060",0
"12266","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","5060",0,"less than 5",326412,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,33,"5060",0
"12267","CAUCASIAN","TEACHER,SPEC EDUCATION","F",28,0,"1","5180",0,"less than 5",326416,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"5180",0
"12268","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"1","8140",0,"less than 5",326420,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"8140",0
"12269","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","8140",0,"less than 5",326424,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"8140",0
"12270","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","8370",0,"less than 5",326428,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"8370",0
"12271","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","2050",0,"less than 5",326432,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"2050",0
"12272","CAUCASIAN","TEACHER,PKHS,CERTIFIED","F",60,0,"0","8272",35,"greater than or equal to 15",32644,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,1,0,60,"8272",35
"12273","CAUCASIAN","TEACHER,FULL TIME","F",42,0,"1","7460",0,"less than 5",326440,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,42,"7460",0
"12274","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","1190",0,"less than 5",326444,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,35,"1190",0
"12275","CAUCASIAN","TEACHER,FULL TIME","M",24,0,"1","6460",0,"less than 5",326448,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,24,"6460",0
"12276","CAUCASIAN","TEACHER,FULL TIME","M",22,0,"1","4030",0,"less than 5",326452,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,22,"4030",0
"12277","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","5590",0,"less than 5",326456,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"5590",0
"12278","AFRICAN AM","TEACHER,FULL TIME","F",26,0,"1","5320",0,"less than 5",326460,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,26,"5320",0
"12279","CAUCASIAN","TEACHER,FULL TIME","F",32,1,"1","5520",0,"less than 5",326464,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,32,"5520",0
"12280","ASIAN/PAC","TEACHER,FULL TIME","F",32,0,"1","2650",0,"less than 5",326468,"teacher","30s",1,0,0,1,0,0,0,0,0,0,1,0,32,"2650",0
"12281","AFRICAN AM","TEACHER,FULL TIME","F",39,0,"1","8020",0,"less than 5",326476,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,39,"8020",0
"12282","ASIAN/PAC","TEACHER,FULL TIME","F",33,0,"1","8770",0,"less than 5",326480,"teacher","30s",1,0,0,1,0,0,0,0,0,0,1,0,33,"8770",0
"12283","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","8410",0,"less than 5",326484,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,30,"8410",0
"12284","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"1","5610",0,"less than 5",326488,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"5610",0
"12285","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","6470",0,"less than 5",326492,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"6470",0
"12286","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","7290",0,"less than 5",326496,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"7290",0
"12287","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","8400",0,"less than 5",326500,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"8400",0
"12288","AFRICAN AM","TEACHER,FULL TIME","F",31,0,"1","8240",0,"less than 5",326504,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,31,"8240",0
"12289","AFRICAN AM","TEACHER,FULL TIME","F",26,0,"1","7510",0,"less than 5",326512,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,26,"7510",0
"12290","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"1","4220",0,"less than 5",326516,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"4220",0
"12291","AFRICAN AM","TEACHER,FULL TIME","F",38,0,"1","5170",0,"less than 5",326524,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,38,"5170",0
"12292","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"1","7510",0,"less than 5",326536,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,36,"7510",0
"12293","ASIAN/PAC","TEACHER,FULL TIME","F",22,0,"1","7150",0,"less than 5",326540,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,22,"7150",0
"12294","CAUCASIAN","TEACHER,FULL TIME","M",46,0,"1","5660",0,"less than 5",326548,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,46,"5660",0
"12295","AFRICAN AM","TEACHER,FULL TIME","F",27,0,"1","7510",0,"less than 5",326552,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,27,"7510",0
"12296","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","7290",0,"less than 5",326556,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"7290",0
"12297","other","TEACHER,FULL TIME","F",26,0,"1","7400",0,"less than 5",326560,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,26,"7400",0
"12298","CAUCASIAN","TEACHER,SPEC EDUCATION","F",28,0,"1","7110",0,"less than 5",326564,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"7110",0
"12299","AFRICAN AM","TEACHER,FULL TIME","F",23,0,"1","7350",0,"less than 5",326568,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,23,"7350",0
"12300","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","7400",0,"less than 5",326572,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,35,"7400",0
"12301","other","TEACHER,FULL TIME","F",48,0,"1","7120",0,"less than 5",326576,"teacher","40s",1,0,0,1,0,0,0,0,0,1,1,0,48,"7120",0
"12302","AFRICAN AM","TEACHER,FULL TIME","F",49,0,"1","7390",0,"less than 5",326580,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,49,"7390",0
"12303","AFRICAN AM","TEACHER,FULL TIME","M",48,0,"1","4570",0,"less than 5",326584,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,48,"4570",0
"12304","other","TEACHER,SPEC EDUCATION","F",34,0,"1","8160",0,"less than 5",326588,"teacher","30s",1,0,0,1,0,0,0,0,0,1,1,0,34,"8160",0
"12305","AFRICAN AM","TEACHER,FULL TIME","F",49,0,"1","7110",0,"less than 5",326592,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,49,"7110",0
"12306","AFRICAN AM","TEACHER,FULL TIME","F",42,0,"1","8300",0,"less than 5",326604,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,42,"8300",0
"12307","CAUCASIAN","TEACHER,SPEC EDUCATION","F",50,0,"1","1470",0,"less than 5",326612,"teacher","50s",1,0,0,1,0,0,1,0,0,0,1,0,50,"1470",0
"12308","CAUCASIAN","TEACHER,FULL TIME","M",48,0,"1","1470",0,"less than 5",326616,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,48,"1470",0
"12309","other","TEACHER,FULL TIME","M",25,0,"1","7510",0,"less than 5",326620,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,25,"7510",0
"12310","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","1440",0,"less than 5",326628,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"1440",0
"12311","CAUCASIAN","TEACHER,SPEC EDUCATION","M",35,0,"1","2010",0,"less than 5",326632,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,35,"2010",0
"12312","CAUCASIAN","TEACHER,SPEC EDUCATION","F",40,0,"1","2580",0,"less than 5",326636,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,40,"2580",0
"12313","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","1020",0,"less than 5",326640,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"1020",0
"12314","ASIAN/PAC","TEACHER,FULL TIME","F",25,0,"1","2160",0,"less than 5",326648,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,25,"2160",0
"12315","AFRICAN AM","TEACHER,FULL TIME","F",34,0,"1","2590",0,"less than 5",326652,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,34,"2590",0
"12316","CAUCASIAN","TEACHER,SPEC EDUCATION","F",34,0,"1","5160",0,"less than 5",326660,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,34,"5160",0
"12317","CAUCASIAN","TEACHER,SPEC EDUCATION","M",47,0,"1","5160",0,"less than 5",326664,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,47,"5160",0
"12318","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","8350",0,"less than 5",326668,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"8350",0
"12319","CAUCASIAN","TEACHER,SPEC EDUCATION","M",24,0,"1","4270",0,"less than 5",326672,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,24,"4270",0
"12320","AFRICAN AM","TEACHER,FULL TIME","F",26,0,"1","6300",0,"less than 5",326676,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,26,"6300",0
"12321","CAUCASIAN","TEACHER,SPEC EDUCATION","F",26,0,"1","7730",0,"less than 5",326680,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"7730",0
